Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,Zip (AllAddressesCombined),eFacTS Lat DD,eFacTS Lon DD,LatDiff,Latitude,LongDiff,Longitude,Number of Records,TotalDiff
329 Columbia Ter,329 Columbia Ter,Kappa Alpha Theta Sorority,Kappa Alpha Theta Sorority,125,125,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03519431,-84.50153232,-0.00032769,38.035522,0.00035068,-84.501883,1,-0.00067836
327 Columbia Ter,327 Columbia Ter,Phi Delta Theta Fraternity,Phi Delta Theta Fraternity,126,126,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03521715,-84.50106621,-0.00000985,38.035227,-0.00009221,-84.500974,1,0.00008236
325 Columbia Ter,325 Columbia Ter,Alpha Gamma Delta Sorority,Alpha Gamma Delta Sorority,127,127,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03553712,-84.50086597,0.00005112,38.035486,0.00107004,-84.501936,1,-0.00101892
323 Columbia Ter,323 Columbia Ter,Kappa Delta Sorority,Kappa Delta Sorority,128,128,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03574851,-84.50110986,0.00028151,38.035467,0.00085215,-84.501962,1,-0.00057063
321 Columbia Ter,321 Columbia Ter,Delta Sigma Phi Fraternity,Delta Sigma Phi Fraternity,129,129,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03562094,-84.50143524,-0.00004606,38.035667,0.00003376,-84.501469,1,-0.00007982
419 Huguelet Dr,419 Huguelet Dr,Alpha Gamma Rho Fraternity,Alpha Gamma Rho Fraternity,137,137,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03128439,-84.50318408,-0.00207161,38.033356,0.00286492,-84.506049,1,-0.00493653
439 Huguelet Dr,439 Huguelet Dr,Phi Sigma Kappa Fraternity,Phi Sigma Kappa Fraternity,138,138,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.0309008,-84.50274879,-0.0016562,38.032557,0.00237121,-84.50512,1,-0.00402741
440 Hilltop Ave,440 Hilltop Ave,The 90,The 90,139,139,Lexington,Lexington,1,1,,KY,KY,40506,40506,38.031048,-84.502121,-0.001173,38.032221,0.000533,-84.502654,1,-0.001706
456 Rose Ln,456 Rose Ln,New Farmhouse Fraternity,New Farmhouse Fraternity,141,141,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.034179,-84.498529,0.002345,38.031834,0.004112,-84.502641,1,-0.001767
763 Woodland Ave,763 Woodland Ave,Blanding II,Blanding II,143,143,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.03006613,-84.50356486,-0.00104587,38.031112,-0.00270286,-84.500862,1,0.00165698
765 Woodland Ave,765 Woodland Ave,Blanding III,Blanding III,144,144,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02958607,-84.5036434,-0.00151493,38.031101,-0.0027664,-84.500877,1,0.00125147
769 Woodland Ave,769 Woodland Ave,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02956142,-84.50300754,-0.00151858,38.03108,-0.00210254,-84.500905,1,0.00058395
767 Woodland Ave,767 Woodland Ave,Blanding IV,Blanding IV,146,146,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02909141,-84.50307858,-0.00199959,38.031091,-0.00218758,-84.500891,1,0.00018799
770 Woodland Ave,770 Woodland Ave,Complex Commons,Complex Commons,147,147,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02870151,-84.5024362,-0.00231249,38.031014,-0.0014962,-84.50094,1,-0.00081629
756 Woodland Ave,756 Woodland Ave,Kirwan IV,Kirwan IV,148,148,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02903419,-84.50176356,-0.00202581,38.03106,-0.00088556,-84.500878,1,-0.00114025
758 Woodland Ave,758 Woodland Ave,Kirwan Tower,Kirwan Tower,149,149,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02950991,-84.50176806,0.00006891,38.029441,0.00076394,-84.502532,1,-0.00069503
754 Woodland Ave,754 Woodland Ave,Kirwan III,Kirwan III,150,150,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02947409,-84.50113934,-0.00159291,38.031067,-0.00027034,-84.500869,1,-0.00132257
752 Woodland Ave,752 Woodland Ave,Kirwan II,Kirwan II,151,151,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.02995801,-84.50113488,-0.001115,38.031073,-0.00027488,-84.50086,1,-0.00084011
750 Woodland Ave,750 Woodland Ave,Kirwan I,Kirwan I,152,152,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.03000383,-84.50174918,-0.00107617,38.03108,-0.00089818,-84.500851,1,-0.00017799
761 Woodland Ave,761 Woodland Ave,Blanding I,Blanding I,153,153,Lexington,Lexington,0,0,,KY,KY,40526,40526,38.03005598,-84.50296093,-0.00106603,38.031122,-0.00211293,-84.500848,1,0.0010469
150 Hospital Dr,150 Hospital Dr,Head House,Head House,154,154,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02836502,-84.50744795,-0.00323498,38.0316,0.00076605,-84.508214,1,-0.00400102
150 Hospital Dr,150 Hospital Dr,Greenhouse No 2,Greenhouse No 2,155,155,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02864361,-84.50769645,-0.00295639,38.0316,0.00051755,-84.508214,1,-0.00347395
150 Hospital Dr,150 Hospital Dr,Greenhouse No 4,Greenhouse No 4,156,156,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02860887,-84.50753772,-0.00299113,38.0316,0.00067628,-84.508214,1,-0.00366741
150 Hospital Dr,150 Hospital Dr,Greenhouse No 7,Greenhouse No 7,157,157,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02815105,-84.50738029,-0.00344895,38.0316,0.00083371,-84.508214,1,-0.00428267
150 Hospital Dr,150 Hospital Dr,Greenhouse No 5,Greenhouse No 5,158,158,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02818835,-84.5075297,-0.00341165,38.0316,0.0006843,-84.508214,1,-0.00409594
150 Hospital Dr,150 Hospital Dr,Greenhouse No 3,Greenhouse No 3,159,159,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02821777,-84.50767969,-0.00338223,38.0316,0.00053431,-84.508214,1,-0.00391654
150 Hospital Dr,150 Hospital Dr,Greenhouse No 1,Greenhouse No 1,160,160,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02825146,-84.50783431,-0.00334854,38.0316,0.00037969,-84.508214,1,-0.00372823
150 Hospital Dr,150 Hospital Dr,Greenhouse No 9,Greenhouse No 9,161,161,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.0281178,-84.50722682,-0.0034822,38.0316,0.00098719,-84.508214,1,-0.00446939
150 Hospital Dr,150 Hospital Dr,Greenhouse No 11,Greenhouse No 11,162,162,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02808556,-84.50708025,-0.00351444,38.0316,0.00113376,-84.508214,1,-0.00464819
150 Hospital Dr,150 Hospital Dr,Greenhouse No 6,Greenhouse No 6,163,163,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02857531,-84.50738816,-0.00302469,38.0316,0.00082584,-84.508214,1,-0.00385053
150 Hospital Dr,150 Hospital Dr,Greenhouse No 12,Greenhouse No 12,164,164,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02845081,-84.50700106,-0.00314919,38.0316,0.00121294,-84.508214,1,-0.00436213
106 Conn Terrace,106 Conn Terrace,106 Conn Terrace,106 Conn Terrace,165,165,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.030766,-84.510756,-0.000008,38.030774,0.000051,-84.510807,1,-0.000059
520 S Limestone,520 S Limestone,Gatehouse Administration Dr.,Gatehouse Administration Dr.,166,166,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03899,-84.506422,0.000242,38.038748,0.00041,-84.506832,1,-0.000168
525 Rose St,525 Rose St,Gatehouse Rose & Chem/Physics,Gatehouse Rose & Chem/Physics,167,167,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.034986,-84.504307,0.00033,38.034656,-0.000006,-84.504301,1,0.000336
1505 College Way,1505 College Way,Motor Pool Storage Shed,Motor Pool Storage Shed,168,168,Lexington,Lexington,0,0,,KY,KY,40506,40506,,,,38.021608,,-84.502162,1,
200 Avenue of Champions,200 Avenue of Champions,Gatehouse Student Center,Gatehouse Student Center,170,170,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03937903,-84.50196044,-0.00016997,38.039549,-0.00022644,-84.501734,1,0.00005647
470 Rose Lane,470 Rose Lane,Alpha Gamma Rho Fraternity (AGR),Alpha Gamma Rho Fraternity (AGR),172,172,Lexington,Lexington,0,0,,KY,KY,,,,,,38.033612,,-84.497604,1,
140 Huguelet Dr,140 Huguelet Dr,Gatehouse Med Plaza,Gatehouse Med Plaza,173,173,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03420354,-84.50697996,0.00106554,38.033138,-0.00115696,-84.505823,1,0.0022225
305 Huguelet Dr,305 Huguelet Dr,Academic Science Building,Academic Science Building,174,174,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.033393,-84.505009,0.001659,38.031734,-0.000848,-84.504161,1,0.002507
140 Huguelet Dr,140 Huguelet Dr,Gatehouse Med Plaza,Gatehouse Med Plaza,175,175,Lexington,Lexington,,,,KY,KY,40506,40506,38.03417,-84.507069,0.001032,38.033138,-0.001246,-84.505823,1,0.002278
140 Huguelet Dr,140 Huguelet Dr,Gatehouse KY Clinic,Gatehouse KY Clinic,176,176,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.034134,-84.5075713,0.000996,38.033138,-0.00174829,-84.505823,1,0.0027443
1510 College Way,1510 College Way,Residence Motor Pool,Residence Motor Pool,177,177,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02079014,-84.50183297,-0.00073586,38.021526,0.00014903,-84.501982,1,-0.00088488
449 Hilltop Ave,449 Hilltop Ave,Gatehouse Young Library,Gatehouse Young Library,178,178,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03195,-84.501501,0.000328,38.031622,0.000423,-84.501924,1,-0.000095
113 State St,113 State St,113 State St,113 State St,180,180,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.03037,-84.510911,-0.000059,38.030429,-0.000029,-84.510882,1,-0.00003
685 Sports Center Dr,685 Sports Center Dr,Woodland Glen III,Woodland Glen III,181,181,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,40506,38.030301,-84.498803,0.003257,38.027044,0.001375,-84.500178,1,0.001882
1525 College Way,1525 College Way,Isolation Barn Incinerator,Isolation Barn Incinerator,182,182,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.02031733,-84.50279114,-0.00123567,38.021553,-0.00078414,-84.502007,1,-0.00045153
1531 College Way,1531 College Way,Isolation Barn,Isolation Barn,183,183,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.01984139,-84.5030246,-0.00171161,38.021553,-0.00101759,-84.502007,1,-0.00069401
411 Stadium View,411 Stadium View,Agricultural Machine Research Lab,Agricultural Machine Research Lab,184,184,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02041006,-84.50187702,0.00010006,38.02031,-0.00005902,-84.501818,1,0.00015908
1510 College Way,1510 College Way,Garage by Motor Pool Residence,Garage by Motor Pool Residence,185,185,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02088254,-84.50165737,-0.00064346,38.021526,0.00032463,-84.501982,1,-0.00096809
703 Sports Center Dr,703 Sports Center Dr,Woodland Glen IV,Woodland Glen IV,186,186,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,40506,38.028707,-84.499799,0.001663,38.027044,0.000379,-84.500178,1,0.001284
,1540 University Dr,Bus Shelter #5(Stadium Blue Lot),Bus Shelter #5(Stadium Blue Lot),187,187,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02094023,-84.5051678,-0.00234077,38.023281,0.0010682,-84.506236,1,-0.00340897
693 Sports Center Dr,693 Sports Center Dr,Woodland Glen V,Woodland Glen V,188,188,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,40506,38.029947,-84.499888,0.002903,38.027044,0.00029,-84.500178,1,0.002613
1608 University Ct Apts A101-A315,1608 University Ct Apts A101-A315,Shawneetown Bldg A,Shawneetown Bldg A,189,189,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01972192,-84.51001654,0.00938592,38.010336,0.02268746,-84.532704,1,-0.01330153
1608 University Ct Apts B101-B313,1608 University Ct Apts B101-B313,Shawneetown Bldg B,Shawneetown Bldg B,190,190,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01909233,-84.50942381,0.00875633,38.010336,0.02328019,-84.532704,1,-0.01452387
1608 University Ct Apts D101-D313,1608 University Ct Apts D101-D313,Shawneetown Bldg D,Shawneetown Bldg D,191,191,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01795079,-84.50964965,-0.00198621,38.019937,0.00058235,-84.510232,1,-0.00256855
1608 University Ct Apts F101-F313,1608 University Ct Apts F101-F313,Shawneetown Bldg F,Shawneetown Bldg F,192,192,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01657195,-84.51054027,-0.00336505,38.019937,-0.00030827,-84.510232,1,-0.00305678
1608 University Ct Apts E101-E315,1608 University Ct Apts E101-E315,Shawneetown Bldg E,Shawneetown Bldg E,193,193,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01743616,-84.51048073,0.00710016,38.010336,0.02222327,-84.532704,1,-0.01512311
1608 University Ct Apts C101-C315,1608 University Ct Apts C101-C315,Shawneetown Bldg C,Shawneetown Bldg C,194,194,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01857983,-84.51024814,0.00824383,38.010336,0.02245586,-84.532704,1,-0.01421203
180 Avenue of Champions,180 Avenue of Champions,Stoll Field Viewing Tower,Stoll Field Viewing Tower,196,196,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.038841,-84.502349,-0.000987,38.039828,-0.00031,-84.502039,1,-0.000677
1290 Veterans Dr,1290 Veterans Dr,Parking Garage No 1,Parking Garage No 1,197,197,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.0273628,-84.50624563,-0.0015752,38.028938,0.00007037,-84.506316,1,-0.00164557
301 Hilltop Ave,301 Hilltop Ave,Parking Garage No 2,Parking Garage No 2,198,198,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03402102,-84.50387925,0.00061402,38.033407,0.00007075,-84.50395,1,0.00054328
140 Huguelet Dr,140 Huguelet Dr,Parking Garage No 3,Parking Garage No 3,199,199,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03359006,-84.50747949,0.00045206,38.033138,-0.00165649,-84.505823,1,0.00210854
900 S Limestone,900 S Limestone,Wethington Allied Health Building,Wethington Allied Health Building,200,200,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.03197061,-84.50866336,-0.00017239,38.032143,0.00030664,-84.50897,1,-0.00047903
409 S Limestone,409 S Limestone,Parking Garage No 5,Parking Garage No 5,202,202,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.04134256,-84.50517974,-0.00010544,38.041448,-0.00120474,-84.503975,1,0.0010993
1037 South Limestone St,1037 South Limestone St,1037 South Limestone St,1037 South Limestone St,203,203,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.030424,-84.510204,-0.000009,38.030433,0.000066,-84.51027,1,-0.000075
591 S Upper St,591 S Upper St,Cooling Plant #2,Cooling Plant #2,204,204,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.04136691,-84.50672212,-0.00037109,38.041738,-0.00093412,-84.505788,1,0.00056303
462 Rose Lane,462 Rose Lane,Phi Mu (Greek Park),Phi Mu (Greek Park),205,205,Lexington,Lexington,1,1,,KY,KY,40506,40506,,,,38.033769,,-84.498049,1,
357 Scott St,357 Scott St,Arts Metal Bldg,Arts Metal Bldg,207,207,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.04193704,-84.50806516,0.00206403,38.039873,-0.00093416,-84.507131,1,0.00299819
310 Hilltop Ave,310 Hilltop Ave,Centrifuge Building,Centrifuge Building,209,209,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.03373275,-84.50467781,0.00043375,38.033299,-0.00079781,-84.50388,1,0.00123156
355 Scott St,355 Scott St,Reynolds Warehouse No 4,Reynolds Warehouse No 4,210,210,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.04186947,-84.50821253,0.00199647,38.039873,-0.00108153,-84.507131,1,0.003078
475 Rose St,475 Rose St,Maxwell Place Garage,Maxwell Place Garage,211,211,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03620881,-84.5035735,-0.00006319,38.036272,-0.0015635,-84.50201,1,0.0015003
416 Complex Dr,416 Complex Dr,Lancaster Aquatics,Lancaster Aquatics,212,212,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02857233,-84.50403474,-0.00079067,38.029363,0.00122326,-84.505258,1,-0.00201392
454 Complex Dr,454 Complex Dr,Boone Tennis Center,Boone Tennis Center,213,213,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02673064,-84.5029088,-0.00263236,38.029363,0.0023492,-84.505258,1,-0.00498156
148 Graham Ave,148 Graham Ave,Flammable Storage Bldg,Flammable Storage Bldg,214,214,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03576717,-84.50646603,0.00030717,38.03546,-0.00071202,-84.505754,1,0.00101919
325 Cooper Dr,325 Cooper Dr,Garrigus (W.P.) Bldg,Garrigus (W.P.) Bldg,215,215,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.0279879,-84.50876177,0.0018059,38.026182,-0.00372077,-84.505041,1,0.00552667
700 S Limestone,700 S Limestone,Multi-Disciplinary Research Lab No 3,Multi-Disciplinary Research Lab No 3,216,216,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.03446363,-84.50770195,-0.00043137,38.034895,0.00062105,-84.508323,1,-0.00105242
587 S Upper St,587 S Upper St,Electric Substation #2,Electric Substation #2,217,217,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.041651,-84.507114,-0.00019,38.041841,-0.001473,-84.505641,1,0.001283
1210 University Dr,1210 University Dr,Seaton Center,Seaton Center,219,219,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02835649,-84.50459746,-0.00013951,38.028496,0.00017154,-84.504769,1,-0.00031105
430 Complex Dr,430 Complex Dr,Bernard Johnson Student Rec Ctr,Bernard Johnson Student Rec Ctr,220,220,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02769287,-84.50395876,-0.00167013,38.029363,0.00129924,-84.505258,1,-0.00296938
1540 University Dr,1540 University Dr,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02274998,-84.50516011,-0.00053102,38.023281,0.00107589,-84.506236,1,-0.00160692
745 Rose St,745 Rose St,Warren Wright Medical Plaza,Warren Wright Medical Plaza,223,223,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.03294157,-84.50807554,0.00048557,38.032456,-0.00067254,-84.507403,1,0.00115811
160 Patterson Dr,160 Patterson Dr,Lucille Caudill Little Fine Arts Library,Lucille Caudill Little Fine Arts Library,224,224,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03725322,-84.50294322,-0.00000378,38.037257,-0.00000422,-84.502939,1,0.00000044
675 Rose St,675 Rose St,Morgan (T H ) Biological Sciences,Morgan (T H ) Biological Sciences,225,225,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.0339537,-84.50592875,0.0004357,38.033518,-0.00002775,-84.505901,1,0.00046345
452 Complex Dr,452 Complex Dr,Recreation Equipment Storage Bldg,Recreation Equipment Storage Bldg,227,227,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.02725251,-84.50306083,-0.00211049,38.029363,0.00219717,-84.505258,1,-0.00430766
412 Stadium View,412 Stadium View,Agricultural Distribution Center,Agricultural Distribution Center,229,229,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.01995938,-84.50204562,-0.00022062,38.02018,-0.00016062,-84.501885,1,-0.00006
800 S Limestone,800 S Limestone,Sanders-Brown Gerontology Center,Sanders-Brown Gerontology Center,230,230,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.03287419,-84.50862096,-0.00031081,38.033185,0.00030304,-84.508924,1,-0.00061385
1521 College Way,1521 College Way,Farm Maintenance Storage Shed,Farm Maintenance Storage Shed,231,231,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02055715,-84.50315143,-0.00099585,38.021553,-0.00114443,-84.502007,1,0.00014858
751 Rose St,751 Rose St,Nursing Learning Center,Nursing Learning Center,232,232,Lexington,Lexington,0,0,,KY,KY,40536,40536,38.03260542,-84.50780933,-0.00000458,38.03261,-0.00023033,-84.507579,1,0.00022575
460 Cooper Dr,460 Cooper Dr,John W Oswald Bldg,John W Oswald Bldg,235,235,Lexington,Lexington,3,3,,KY,KY,40546,40546,38.02479308,-84.50369343,-0.00063192,38.025425,-0.00268243,-84.501011,1,0.00205051
1401 University Dr,1401 University Dr,Tobacco & Health Research Institute,Tobacco & Health Research Institute,236,236,Lexington,Lexington,0,0,,KY,KY,40546,40546,38.02569346,-84.50717293,0.00001845,38.025675,-0.00001793,-84.507155,1,0.00003639
600 Rose St,600 Rose St,Wenner-Gren Research Addition,Wenner-Gren Research Addition,237,237,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.0339197,-84.50485198,-0.0001913,38.034111,0.00017902,-84.505031,1,-0.00037032
468 Rose Ln,468 Rose Ln,468 Rose Ln,468 Rose Ln,240,240,Lexington,Lexington,0,0,,KY,KY,40508,40508,38.03374282,-84.49771217,0.00012982,38.033613,0.00017583,-84.497888,1,-0.00004601
405 Rose St,405 Rose St,Singletary Center for the Arts,Singletary Center for the Arts,241,241,Lexington,Lexington,0,0,,KY,KY,40506,40506,38.03779936,-84.50120863,0.00004136,38.037758,-0.00008763,-84.501121,1,0.00012899
300 Alumni Dr,300 Alumni Dr,Greg Page Apartments 1,Greg Page Apartments 1,243,243,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01826862,-84.50699607,0.00020662,38.018062,0.00052193,-84.507518,1,-0.00031531
300 Alumni Dr,300 Alumni Dr,Greg Page Apartments 2,Greg Page Apartments 2,244,244,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01840921,-84.50737943,0.00034721,38.018062,0.00013857,-84.507518,1,0.00020864
300 Alumni Dr,300 Alumni Dr,Greg Page Apartments 3,Greg Page Apartments 3,245,245,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01846923,-84.50781972,0.00040722,38.018062,-0.00030172,-84.507518,1,0.00070894
300 Alumni Dr,300 Alumni Dr,Greg Page Apartments 4,Greg Page Apartments 4,246,246,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01834685,-84.50824791,0.00028485,38.018062,-0.0007299,-84.507518,1,0.00101475
300 Alumni Dr,300 Alumni Dr,Greg Page Apartments 5,Greg Page Apartments 5,247,247,Lexington,Lexington,0,0,,KY,KY,40503,40503,38.01807166,-84.50853556,0.00000966,38.018062,-0.00101756,-84.507518,1,0.00102722
