Address,Address (AllAddressesCombined),Bldg Name,Bldg Name (AllAddressesCombined),Bldg No.,Bldg No. (AllAddressesCombined),City,City (AllAddressesCombined),Code,Code (AllAddressesCombined),GIS Comments,State,State (AllAddressesCombined),Zip,Zip (AllAddressesCombined),eFacTS Lat DD,eFacTS Lon DD,LatDiff,Latitude,LongDiff,Longitude,Number of Records,TotalDiff
Bollivar Street & South Broadway,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001364,38.043744,0.009844,-84.507324,1,-0.011208
CHYRSALIS CT & SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.002025,38.044405,0.002377,-84.499857,1,-0.004402
CITATION BLVD & LEGACY TRAIL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.043203,38.085583,-0.007412,-84.490068,1,-0.035791
CITATION BLVD & MCGRATHIANA PKWY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.047209,38.089589,0.001599,-84.499079,1,-0.048808
CITATION BLVD & NEWTOWN PIKE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.043427,38.085807,-0.007246,-84.490234,1,-0.036181
College Way and Sports Center,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.019665,38.022715,0.005142,-84.502622,1,0.014523
COLUMBIA AVE & DIXIE CT,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.009173,38.033207,0.002444,-84.499924,1,0.006729
COLUMBIA AVE & PENNSYLVANIA AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008016,38.034364,0.00376,-84.50124,1,0.004256
COLUMBIA AVE & PENNSYLVANIA TER,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008016,38.034364,0.00376,-84.50124,1,0.004256
COLUMBIA TERR & COLUMBIA AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00772,38.03466,0.004096,-84.501576,1,0.003624
COMPLEX DR & SPORTS CENTER DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.014714,38.027666,0.003315,-84.500795,1,0.011399
CONN TERR & SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011643,38.030737,0.012282,-84.509762,1,-0.000639
COOPER DR & ELDEMERE RD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.020087,38.022293,-0.003052,-84.494428,1,0.023139
COOPER DR & S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.014279,38.028101,0.013198,-84.510678,1,0.001081
COOPER DR & SCOVILLE RD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.017951,38.024429,0.000983,-84.498463,1,0.016968
COOPER DR & SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.014279,38.028101,0.013198,-84.510678,1,0.001081
Cooper Dr and University Dr,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.016039,38.026341,0.008508,-84.505988,1,0.007531
E MAXWELL ST & S MARTIN LUTHER KING BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000221,38.042159,0.002395,-84.499875,1,-0.002174
EAST HIGH ST & SOUTH MLK BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00147,38.04385,-0.000176,-84.497304,1,-0.001294
EAST HIGH STREET AND MARTIN LUTHER KING BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00147,38.04385,-0.000176,-84.497304,1,-0.001294
EAST MAXWELL ST & HAGERMAN CT,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001558,38.040822,0.000869,-84.498349,1,0.000689
EAST MAXWELL ST & SOUTH LIMESTONE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001016,38.043396,0.003799,-84.501279,1,-0.004815
EAST MAXWELL ST & TRANSYLVANIA PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005014,38.037366,-0.003015,-84.494465,1,0.008029
East Maxwell St and Rose Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002678,38.039702,-0.000383,-84.497097,1,0.003061
East Maxwell Stree & Rose Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002678,38.039702,-0.000383,-84.497097,1,0.003061
ELIZABETH ST & CONN TERR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011041,38.031339,0.01475,-84.51223,1,-0.003709
ELIZABETH ST & STATE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011872,38.030508,0.015036,-84.512516,1,-0.003164
Elizabeth St and Conn Terr,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011041,38.031339,0.01475,-84.51223,1,-0.003709
ELIZABETH ST&FLORAL PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.015517,38.026863,0.018038,-84.515518,1,-0.002521
ELM TREE LN & RD ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
EUCLID AVE & LINDEN WALK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005287,38.037093,0.001486,-84.498966,1,0.003801
EUCLID AVE&ROSE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005232,38.037148,0.00165,-84.49913,1,0.003582
FOREST PARK & ELIZABETH ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.01482,38.02756,0.016266,-84.513746,1,-0.001446
FUNKHOUSER DR & LIBRARY DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006783,38.035597,0.007465,-84.504945,1,-0.000682
GEORGETOWN RD & CITATION BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.053809,38.096189,0.015832,-84.513312,1,-0.069641
Graham Ave and Gladstone Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006963,38.035417,0.008201,-84.505681,1,-0.001238
Hilltop Ave and Woodland Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.011474,38.030906,0.003632,-84.501112,1,0.007842
Huguelet Dr and South Limestone,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007463,38.034917,0.010854,-84.508334,1,-0.003391
HUGUELET DR&S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004659,38.037721,0.009776,-84.507256,1,-0.005117
JERSEY ST & WINSLOW ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00041,38.04197,0.006861,-84.504341,1,-0.006451
JERSEY ST&PINE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
Jersey Street and Pine Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000684,38.043064,0.005281,-84.502761,1,-0.005965
LEXINGTON AVE & AVENUE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002818,38.039562,0.004244,-84.501724,1,-0.001426
LEXINGTON AVE & COLLEGE VIEW,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
LINDEN WALK & EUCLID AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005287,38.037093,0.001486,-84.498966,1,0.003801
MAXWELTON COURT & BONNIE BRAE DRIVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006061,38.036319,0.011747,-84.509227,1,-0.005686
MCGRATHIANA PKWY & CITATION BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.047209,38.089589,0.001599,-84.499079,1,-0.048808
MONTMULLIN ST & S LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004008,38.038372,0.009665,-84.507145,1,-0.005657
MULTIPLE LOCATIONS ON & OFF CAMPUS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
NEWTOWN PIKE & ARISTIDES BLVD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.050715,38.093095,-0.010367,-84.487113,1,-0.040348
NICHOLASVILLE RD & BARBERRY LN,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.020384,38.021996,0.01538,-84.51286,1,0.005004
NICHOLASVILLE RD & GOODRICH AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.02941,38.01297,0.01855,-84.51603,1,0.01086
NICHOLASVILLE RD & JOHNSTON ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.026232,38.016148,0.017438,-84.514918,1,0.008794
NICHOLASVILLE RD & PENMOKEN PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.026408,38.015972,0.017502,-84.514982,1,0.008906
NICHOLASVILLE RD & SHAWNEE PLACE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.020384,38.021996,0.01538,-84.51286,1,0.005004
NICHOLASVILLE RD & SUBURBAN CT,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.024486,38.017894,0.016811,-84.514291,1,0.007675
NICHOLASVILLE RD & WESTWOOD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.017435,38.024945,0.014335,-84.511815,1,0.0031
Nicholasville Rd & Westwood Drive,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.017435,38.024945,0.014335,-84.511815,1,0.0031
Nicholasville Rd and Waller Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.014279,38.028101,0.013198,-84.510678,1,0.001081
PENMOKEN PARK & NICHOLASVILLE RD,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.026408,38.015972,0.017502,-84.514982,1,0.008906
PINE ST & SOUTH UPPER ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001109,38.043489,0.005769,-84.503249,1,-0.006878
PINE STREET & SOUTH LIMESTONE STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000266,38.042646,0.004811,-84.502291,1,-0.005077
PRALL ST & SOUTH LIMESTONE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004659,38.037721,0.009776,-84.507256,1,-0.005117
Prall St and South Limestone,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004659,38.037721,0.009776,-84.507256,1,-0.005117
PRESS AVE & GAZETTE AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.009288,38.033092,0.014726,-84.512206,1,-0.005438
PRESS AVE & TRANSCRIPT AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.010109,38.032271,0.015019,-84.512499,1,-0.00491
RED MILE RD & SOUTH BROADWAY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003578,38.038802,0.017804,-84.515284,1,-0.014226
RICHMOND RD & MENTELLE PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008815,38.033565,-0.015056,-84.482424,1,0.023871
ROSE LN & AYLESFORD PL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006861,38.035519,0.001851,-84.499331,1,0.00501
ROSE LN & TRANSYLVANIA PARK,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007581,38.034799,0.00104,-84.49852,1,0.006541
ROSE LN&ROSE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
ROSE ST & AVENUE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004549,38.037831,0.002308,-84.499788,1,0.002241
ROSE ST & COLLEGE VIEW,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003682,38.038698,0.001043,-84.498523,1,0.002639
ROSE ST & LYNDHURST PL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001557,38.040823,-0.001974,-84.495506,1,0.003531
ROSE ST & WASHINGTON AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.008255,38.034125,0.00756,-84.50504,1,0.000695
Rose St and Euclid Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004549,38.037831,0.002308,-84.499788,1,0.002241
ROSE ST&E MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.004772,38.047152,0.008026,-84.505506,1,-0.012798
ROSE ST&EUCLID AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004549,38.037831,0.002308,-84.499788,1,0.002241
S LIMESTONE & MONTMULLIN ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004008,38.038372,0.009665,-84.507145,1,-0.005657
S LIMESTONE ST & AVE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000862,38.041518,0.006373,-84.503853,1,-0.005511
S LIMESTONE ST & E MAXWELL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001016,38.043396,0.003799,-84.501279,1,-0.004815
S LIMESTONE ST & EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001016,38.043396,0.003799,-84.501279,1,-0.004815
S LIMESTONE ST & GAZETTE AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.01001,38.03237,0.011729,-84.509209,1,-0.001719
S LIMESTONE ST & WINSLOW ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000862,38.041518,0.006373,-84.503853,1,-0.005511
S LIMESTONE ST&CONN TERR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
S LIMESTONE ST&E MAXWELL,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
S LIMESTONE ST&MAXWELTON CT,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.005454,38.036926,0.010271,-84.507751,1,-0.004817
S LIMESTONE ST&WALLER AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
S LIMESTONE ST&WINSLOW ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
S LIMESTONEST&E MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.004772,38.047152,0.008026,-84.505506,1,-0.012798
S MARTIN LUTHER KING BLVD & E HIGH ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00147,38.04385,-0.000176,-84.497304,1,-0.001294
S MARTIN LUTHER KING BLVD&AVE OF CHAMPIONS,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002178,38.040202,0.004944,-84.502424,1,-0.002766
S MLK BLVD & EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000221,38.042159,0.002395,-84.499875,1,-0.002174
S UPPER ST&DICKEY ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001796,38.040584,0.006236,-84.503716,1,-0.00444
S UPPER ST&SCOTT ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002517,38.039863,0.009666,-84.507146,1,-0.007149
SCOTT ST&S. BROADWAY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.157772,38.200152,0.063215,-84.560695,1,-0.220987
SOUTH BROADWAY & HAYMAN AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000403,38.042783,0.011628,-84.509108,1,-0.012031
SOUTH BROADWAY & VIRGINIA AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003705,38.038675,0.017599,-84.515079,1,-0.013894
South Limestone & Administration Drive,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001552,38.040828,0.007337,-84.504817,1,-0.005785
South Limestone & Chrysalis Ct,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.002025,38.044405,0.002377,-84.499857,1,-0.004402
South Limestone & East Maxwell Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001016,38.043396,0.003799,-84.501279,1,-0.004815
South Limestone & Maxwelton Court,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.00568,38.0367,0.010198,-84.507678,1,-0.004518
South Limestone & Montmullin Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004008,38.038372,0.009665,-84.507145,1,-0.005657
South Limestone & Warren Ct,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001529,38.043909,0.003074,-84.500554,1,-0.004603
South Limestone and Campus Drive,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000038,38.042342,0.005228,-84.502708,1,-0.00519
South Limestone and Colfax Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003392,38.038988,0.009251,-84.506731,1,-0.005859
South Limestone and East Maxwell,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001016,38.043396,0.003799,-84.501279,1,-0.004815
South Limestone and Prall Street,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004659,38.037721,0.009776,-84.507256,1,-0.005117
South Limestone and Virginia Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.007463,38.034917,0.010854,-84.508334,1,-0.003391
South Limestone and Warren Court,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.001529,38.043909,0.003074,-84.500554,1,-0.004603
South Limestone and Washington Ave,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.006665,38.035715,0.010553,-84.508033,1,-0.003888
SOUTH LIMESTONE ST & ADMINSTRATION DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.001552,38.040828,0.007337,-84.504817,1,-0.005785
SOUTH LIMESTONE ST & CAMPUS DR,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000038,38.042342,0.005228,-84.502708,1,-0.00519
SOUTH LIMESTONE ST & EAST VINE ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.003325,38.045705,0.000518,-84.497998,1,-0.003843
SOUTH LIMESTONE ST & MONTMULLIN,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.004008,38.038372,0.009665,-84.507145,1,-0.005657
SOUTH LIMESTONE ST & SOUTH UPPER ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003356,38.039024,0.009413,-84.506893,1,-0.006057
SOUTH MAIN ST & RANSOM AVE,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.002022,38.040358,-0.007255,-84.490225,1,0.009277
South Martin Luther King BLVD & East Maxwell,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000221,38.042159,0.002395,-84.499875,1,-0.002174
SOUTH MLK BLVD & EAST MAXWELL ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.000221,38.042159,0.002395,-84.499875,1,-0.002174
SOUTH UPPER ST & COLFAX ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,0.003356,38.039024,0.009413,-84.506893,1,-0.006057
SOUTH UPPER ST & MACKS ALY,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.00297,38.04535,0.003079,-84.500559,1,-0.006049
SOUTH UPPER ST & WINSLOW ST,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000018,38.042398,0.00733,-84.50481,1,-0.007348
SOUTH UPPER STREET & WINSLOW STREET,236 Lexington Ave,,Phi Kappa Tau Fraternity,,,Lexington,Lexington,,,,KY,KY,,40508,38.04238,-84.49748,-0.000018,38.042398,0.00733,-84.50481,1,-0.007348
